Year,labor force,employment,unemployment,unemployment rate,Metroregion_name,Month,EFPG_name,EFPG_code,Metroregion_code,Purchase_dollars_wtd,Purchase_grams_wtd,Purchase_dollars_unwtd,Purchase_grams_unwtd,Number_stores,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS,Date,Latitude,Longitude
2015,3546319,3392381,153938,4.3,Dallas-Fort Worth-Arlington  TX,2,"Shelf-stable, ready-to-heat foods and soups",65000,19100,14235344,4121858241,10908344,3231920380,1239,0.345,0.0011,0.338,0.970297619,2015-02-01,32.7767,-96.797
2015,3537164,3389306,147858,4.2,Dallas-Fort Worth-Arlington  TX,3,"Shelf-stable, ready-to-heat foods and soups",65000,19100,13042836,3694166107,10275822,2940374614,1240,0.353,0.0012,0.349,1.00332687,2015-03-01,32.7767,-96.797
2015,3562963,3428014,134949,3.8,Dallas-Fort Worth-Arlington  TX,4,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11241983,3111641061,8753555,2443574815,1236,0.361,0.0012,0.358,1.03469241,2015-04-01,32.7767,-96.797
2015,3575901,3433608,142293,4.0,Dallas-Fort Worth-Arlington  TX,5,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11275276,3168970001,8725345,2467340883,1232,0.356,0.0012,0.354,1.037240153,2015-05-01,32.7767,-96.797
2015,3587131,3432340,154791,4.3,Dallas-Fort Worth-Arlington  TX,6,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10217073,2878627007,7958930,2263401427,1232,0.355,0.0013,0.352,1.029714662,2015-06-01,32.7767,-96.797
2015,3600578,3444119,156459,4.3,Dallas-Fort Worth-Arlington  TX,7,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10443922,2919609667,8093938,2278126249,1235,0.358,0.0014,0.355,1.039602273,2015-07-01,32.7767,-96.797
2015,3598697,3451176,147521,4.1,Dallas-Fort Worth-Arlington  TX,8,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11214297,3131039151,8728695,2466723579,1241,0.358,0.0011,0.354,1.004685399,2015-08-01,32.7767,-96.797
2015,3590834,3445707,145127,4.0,Dallas-Fort Worth-Arlington  TX,9,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11916151,3379690997,9246899,2655504318,1236,0.353,0.0018,0.348,0.982974562,2015-09-01,32.7767,-96.797
2015,3606070,3464079,141991,3.9,Dallas-Fort Worth-Arlington  TX,10,"Shelf-stable, ready-to-heat foods and soups",65000,19100,13969671,4090166694,10766510,3218675737,1232,0.342,0.0013,0.335,0.950690914,2015-10-01,32.7767,-96.797
2015,3626940,3485921,141019,3.9,Dallas-Fort Worth-Arlington  TX,11,"Shelf-stable, ready-to-heat foods and soups",65000,19100,17085667,5461293437,13386551,4411970691,1239,0.313,0.0014,0.303,0.935429173,2015-11-01,32.7767,-96.797
2015,3629401,3497489,131912,3.6,Dallas-Fort Worth-Arlington  TX,12,"Shelf-stable, ready-to-heat foods and soups",65000,19100,16352820,4966962081,12645337,3897881122,1248,0.329,0.001,0.324,0.944701688,2015-12-01,32.7767,-96.797
2016,3632395,3491359,141036,3.9,Dallas-Fort Worth-Arlington  TX,1,"Shelf-stable, ready-to-heat foods and soups",65000,19100,13885572,4190974324,10743228,3271555881,1264,0.331,0.0011,0.328,0.943122505,2016-01-01,32.7767,-96.797
2016,3663322,3523091,140231,3.8,Dallas-Fort Worth-Arlington  TX,2,"Shelf-stable, ready-to-heat foods and soups",65000,19100,12327744,3600161076,9554342,2820746478,1253,0.342,0.0012,0.339,0.964392254,2016-02-01,32.7767,-96.797
2016,3667306,3525751,141555,3.9,Dallas-Fort Worth-Arlington  TX,3,"Shelf-stable, ready-to-heat foods and soups",65000,19100,12403885,3502718079,9623131,2718309510,1258,0.354,0.0015,0.354,1.003241921,2016-03-01,32.7767,-96.797
2016,3676110,3544752,131358,3.6,Dallas-Fort Worth-Arlington  TX,4,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11443356,3144302931,8867411,2429793134,1252,0.364,0.0016,0.365,1.03110994,2016-04-01,32.7767,-96.797
2016,3676932,3546046,130886,3.6,Dallas-Fort Worth-Arlington  TX,5,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11096501,3110382894,8702445,2435191835,1246,0.357,0.0019,0.357,1.046242138,2016-05-01,32.7767,-96.797
2016,3700557,3547483,153074,4.1,Dallas-Fort Worth-Arlington  TX,6,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10149246,2849698620,7954721,2243306341,1248,0.356,0.0016,0.355,1.0345678,2016-06-01,32.7767,-96.797
2016,3725262,3567896,157366,4.2,Dallas-Fort Worth-Arlington  TX,7,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10086661,2797403694,7962791,2231602502,1252,0.361,0.0015,0.357,1.043920127,2016-07-01,32.7767,-96.797
2016,3723986,3571081,152905,4.1,Dallas-Fort Worth-Arlington  TX,8,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11231190,3124477086,8881307,2484629399,1248,0.359,0.0013,0.357,1.008620441,2016-08-01,32.7767,-96.797
2016,3733536,3581152,152384,4.1,Dallas-Fort Worth-Arlington  TX,9,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11757325,3309417188,9214306,2612762637,1252,0.355,0.0014,0.353,0.995426444,2016-09-01,32.7767,-96.797
2016,3733451,3589917,143534,3.8,Dallas-Fort Worth-Arlington  TX,10,"Shelf-stable, ready-to-heat foods and soups",65000,19100,13235559,3899586248,10210195,3026773198,1254,0.339,0.0015,0.337,0.955687173,2016-10-01,32.7767,-96.797
2016,3754218,3614276,139942,3.7,Dallas-Fort Worth-Arlington  TX,11,"Shelf-stable, ready-to-heat foods and soups",65000,19100,15735075,5012370039,12374266,4024359591,1253,0.314,0.0009,0.307,0.947508682,2016-11-01,32.7767,-96.797
2016,3750476,3609808,140668,3.8,Dallas-Fort Worth-Arlington  TX,12,"Shelf-stable, ready-to-heat foods and soups",65000,19100,15851103,4734865642,12450850,3777415781,1251,0.335,0.0009,0.33,0.972015877,2016-12-01,32.7767,-96.797
2017,3725611,3571050,154561,4.1,Dallas-Fort Worth-Arlington  TX,1,"Shelf-stable, ready-to-heat foods and soups",65000,19100,15217995,4485964828,11374879,3366727484,1085,0.339,0.0013,0.338,0.963268315,2017-01-01,32.7767,-96.797
2017,3750124,3591967,158157,4.2,Dallas-Fort Worth-Arlington  TX,2,"Shelf-stable, ready-to-heat foods and soups",65000,19100,12072178,3477721690,8943114,2579059120,1081,0.347,0.002,0.347,0.98310166,2017-02-01,32.7767,-96.797
2017,3750308,3600773,149535,4.0,Dallas-Fort Worth-Arlington  TX,3,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11716751,3333805664,8967907,2548682148,1078,0.351,0.0015,0.352,1.004523547,2017-03-01,32.7767,-96.797
2017,3762155,3627422,134733,3.6,Dallas-Fort Worth-Arlington  TX,4,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11064354,3142741405,8502952,2411560122,1073,0.352,0.0016,0.353,1.019797611,2017-04-01,32.7767,-96.797
2017,3750383,3614342,136041,3.6,Dallas-Fort Worth-Arlington  TX,5,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11009934,3137621804,8315039,2346316616,1079,0.351,0.0018,0.354,1.038558979,2017-05-01,32.7767,-96.797
2017,3773647,3624453,149194,4.0,Dallas-Fort Worth-Arlington  TX,6,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10408013,3005497544,7883902,2241082951,1072,0.346,0.0018,0.352,1.03092307,2017-06-01,32.7767,-96.797
2017,3796581,3648648,147933,3.9,Dallas-Fort Worth-Arlington  TX,7,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10291571,2922419910,7934462,2232470105,1088,0.352,0.0016,0.355,1.028042205,2017-07-01,32.7767,-96.797
2017,3795345,3646712,148633,3.9,Dallas-Fort Worth-Arlington  TX,8,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11370546,3195126880,8877053,2484827915,1081,0.356,0.0016,0.357,1.02366275,2017-08-01,32.7767,-96.797
2017,3810974,3677535,133439,3.5,Dallas-Fort Worth-Arlington  TX,9,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11494020,3262230701,9044408,2558459448,1079,0.352,0.0015,0.354,1.007668689,2017-09-01,32.7767,-96.797
2017,3793192,3669718,123474,3.3,Dallas-Fort Worth-Arlington  TX,10,"Shelf-stable, ready-to-heat foods and soups",65000,19100,13069875,3867544582,10255101,3033298289,1091,0.338,0.0016,0.338,0.973805358,2017-10-01,32.7767,-96.797
2017,3821183,3691488,129695,3.4,Dallas-Fort Worth-Arlington  TX,11,"Shelf-stable, ready-to-heat foods and soups",65000,19100,15341117,4992852444,12095173,3945667078,1082,0.307,0.0016,0.307,0.933853091,2017-11-01,32.7767,-96.797
2017,3809432,3683427,126005,3.3,Dallas-Fort Worth-Arlington  TX,12,"Shelf-stable, ready-to-heat foods and soups",65000,19100,15021929,4552605346,11883614,3621250223,1085,0.33,0.0012,0.328,0.961809006,2017-12-01,32.7767,-96.797
2018,3811258,3668744,142514,3.7,Dallas-Fort Worth-Arlington  TX,1,"Shelf-stable, ready-to-heat foods and soups",65000,19100,16370320,4808321812,12462946,3744419523,1086,0.34,0.0017,0.333,0.966347462,2018-01-01,32.7767,-96.797
2018,3846628,3701337,145291,3.8,Dallas-Fort Worth-Arlington  TX,2,"Shelf-stable, ready-to-heat foods and soups",65000,19100,12859055,3708637765,9822614,2886949131,1085,0.347,0.0014,0.34,0.974315181,2018-02-01,32.7767,-96.797
2018,3834127,3693177,140950,3.7,Dallas-Fort Worth-Arlington  TX,3,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11359868,3240360223,8766166,2556118826,1077,0.351,0.0014,0.343,0.996467726,2018-03-01,32.7767,-96.797
2018,3838878,3709906,128972,3.4,Dallas-Fort Worth-Arlington  TX,4,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10634007,2971236663,8211377,2341682484,1080,0.358,0.0017,0.351,1.01642034,2018-04-01,32.7767,-96.797
2018,3836209,3708710,127499,3.3,Dallas-Fort Worth-Arlington  TX,5,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10096828,2893678793,7805720,2268090707,1080,0.349,0.0013,0.344,1.01200257,2018-05-01,32.7767,-96.797
2018,3871091,3719643,151448,3.9,Dallas-Fort Worth-Arlington  TX,6,"Shelf-stable, ready-to-heat foods and soups",65000,19100,9495883,2709241791,7359742,2127528575,1077,0.35,0.0013,0.346,1.010019444,2018-06-01,32.7767,-96.797
2018,3883559,3736714,146845,3.8,Dallas-Fort Worth-Arlington  TX,7,"Shelf-stable, ready-to-heat foods and soups",65000,19100,9867536,2813614238,7668007,2232508608,1071,0.351,0.0014,0.343,1.010129855,2018-07-01,32.7767,-96.797
2018,3853631,3712155,141476,3.7,Dallas-Fort Worth-Arlington  TX,8,"Shelf-stable, ready-to-heat foods and soups",65000,19100,10536832,2948322723,8141457,2324768030,1080,0.357,0.0013,0.35,1.005105186,2018-08-01,32.7767,-96.797
2018,3860143,3725156,134987,3.5,Dallas-Fort Worth-Arlington  TX,9,"Shelf-stable, ready-to-heat foods and soups",65000,19100,11562501,3303332120,8884839,2602551738,1075,0.35,0.0016,0.341,0.984367864,2018-09-01,32.7767,-96.797
2018,3880121,3751201,128920,3.3,Dallas-Fort Worth-Arlington  TX,10,"Shelf-stable, ready-to-heat foods and soups",65000,19100,14518665,4332828808,11055165,3341251775,1089,0.335,0.001,0.331,0.954033687,2018-10-01,32.7767,-96.797
2018,3896537,3768257,128280,3.3,Dallas-Fort Worth-Arlington  TX,11,"Shelf-stable, ready-to-heat foods and soups",65000,19100,16697969,5276920068,12774387,4128651479,1087,0.316,0.0014,0.309,0.947400684,2018-11-01,32.7767,-96.797
2018,3898387,3767934,130453,3.3,Dallas-Fort Worth-Arlington  TX,12,"Shelf-stable, ready-to-heat foods and soups",65000,19100,14660819,4349385116,11192835,3395481201,1091,0.337,0.0013,0.33,0.9749281,2018-12-01,32.7767,-96.797
2012,1987622,1780760,206862,10.4,Detroit-Warren-Dearborn  MI,1,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8620926,2679518625,6088043,1834179936,826,0.322,0.0018,0.332,0.944410575,2012-01-01,42.3314,-83.0458
2012,1986069,1784193,201876,10.2,Detroit-Warren-Dearborn  MI,2,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7308060,2205799858,5108705,1475495510,824,0.331,0.0024,0.346,0.989408875,2012-02-01,42.3314,-83.0458
2012,1991373,1790831,200542,10.1,Detroit-Warren-Dearborn  MI,3,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6511452,1938545043,4487741,1269595257,824,0.336,0.0029,0.353,1.008142017,2012-03-01,42.3314,-83.0458
2012,1964268,1783452,180816,9.2,Detroit-Warren-Dearborn  MI,4,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6129482,1819966196,4236244,1202287960,824,0.337,0.0024,0.352,1.02282114,2012-04-01,42.3314,-83.0458
2012,1996640,1801377,195263,9.8,Detroit-Warren-Dearborn  MI,5,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6100055,1880046233,4149674,1224668426,826,0.324,0.0021,0.339,1.022395958,2012-05-01,42.3314,-83.0458
2012,2018154,1807355,210799,10.4,Detroit-Warren-Dearborn  MI,6,"Shelf-stable, ready-to-heat foods and soups",65000,19820,5458382,1688979556,3674466,1086410349,823,0.323,0.0024,0.338,1.019391773,2012-06-01,42.3314,-83.0458
2012,2047074,1813877,233197,11.4,Detroit-Warren-Dearborn  MI,7,"Shelf-stable, ready-to-heat foods and soups",65000,19820,5526983,1688481799,3723423,1088211366,827,0.327,0.0022,0.342,1.007334712,2012-07-01,42.3314,-83.0458
2012,2036848,1820822,216026,10.6,Detroit-Warren-Dearborn  MI,8,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6146712,1840524450,4143262,1183811345,829,0.334,0.0025,0.35,1.027968962,2012-08-01,42.3314,-83.0458
2012,2028638,1830984,197654,9.7,Detroit-Warren-Dearborn  MI,9,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7443681,2317097200,5176326,1558578113,828,0.321,0.0018,0.332,0.96375243,2012-09-01,42.3314,-83.0458
2012,2037899,1839574,198325,9.7,Detroit-Warren-Dearborn  MI,10,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8717886,2818084213,6117074,1922860172,828,0.309,0.0017,0.318,0.937530797,2012-10-01,42.3314,-83.0458
2012,2013382,1829803,183579,9.1,Detroit-Warren-Dearborn  MI,11,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8740077,2826506328,6147225,1924391882,829,0.309,0.0015,0.319,0.950625622,2012-11-01,42.3314,-83.0458
2012,2023998,1829243,194755,9.6,Detroit-Warren-Dearborn  MI,12,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9213660,2949860289,6445830,1999019261,839,0.312,0.0014,0.322,0.93505171,2012-12-01,42.3314,-83.0458
2013,2018440,1805249,213191,10.6,Detroit-Warren-Dearborn  MI,1,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8211154,2592108406,5708008,1754776361,782,0.317,0.0018,0.325,0.944373032,2013-01-01,42.3314,-83.0458
2013,2011063,1810244,200819,10.0,Detroit-Warren-Dearborn  MI,2,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6974929,2131147462,4808114,1423957072,780,0.327,0.002,0.338,0.977831795,2013-02-01,42.3314,-83.0458
2013,2016110,1819251,196859,9.8,Detroit-Warren-Dearborn  MI,3,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7194993,2136444537,4919708,1413106482,782,0.337,0.0029,0.348,1.00109936,2013-03-01,42.3314,-83.0458
2013,1999925,1821319,178606,8.9,Detroit-Warren-Dearborn  MI,4,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6001260,1773090105,4106752,1168002898,780,0.338,0.0028,0.352,1.007084238,2013-04-01,42.3314,-83.0458
2013,2037133,1845424,191709,9.4,Detroit-Warren-Dearborn  MI,5,"Shelf-stable, ready-to-heat foods and soups",65000,19820,5667498,1753110972,3825269,1130559230,785,0.323,0.0029,0.338,1.012443117,2013-05-01,42.3314,-83.0458
2013,2059949,1846974,212975,10.3,Detroit-Warren-Dearborn  MI,6,"Shelf-stable, ready-to-heat foods and soups",65000,19820,5336045,1664945380,3569186,1060093769,786,0.32,0.0032,0.337,1.009374694,2013-06-01,42.3314,-83.0458
2013,2083307,1857269,226038,10.8,Detroit-Warren-Dearborn  MI,7,"Shelf-stable, ready-to-heat foods and soups",65000,19820,5325476,1639895655,3591503,1059396670,798,0.325,0.0029,0.339,1.011691504,2013-07-01,42.3314,-83.0458
2013,2074130,1865912,208218,10.0,Detroit-Warren-Dearborn  MI,8,"Shelf-stable, ready-to-heat foods and soups",65000,19820,5746124,1734707036,3872016,1117481345,796,0.331,0.0028,0.346,0.993177211,2013-08-01,42.3314,-83.0458
2013,2066282,1869241,197041,9.5,Detroit-Warren-Dearborn  MI,9,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6559872,2018065306,4503717,1333433214,800,0.325,0.0023,0.338,0.960207089,2013-09-01,42.3314,-83.0458
2013,2051512,1857665,193847,9.4,Detroit-Warren-Dearborn  MI,10,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7511892,2438341456,5156069,1631393024,800,0.308,0.0022,0.316,0.932871106,2013-10-01,42.3314,-83.0458
2013,2034138,1857144,176994,8.7,Detroit-Warren-Dearborn  MI,11,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7680738,2546180329,5458894,1776319199,803,0.302,0.0012,0.307,0.932891832,2013-11-01,42.3314,-83.0458
2013,2028636,1858096,170540,8.4,Detroit-Warren-Dearborn  MI,12,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6990014,2231353677,4910875,1526388106,806,0.313,0.0013,0.322,0.943206929,2013-12-01,42.3314,-83.0458
2014,2023128,1839295,183833,9.1,Detroit-Warren-Dearborn  MI,1,"Shelf-stable, ready-to-heat foods and soups",65000,19820,15488696,4636325300,6075110,1862872270,838,0.334,0.0065,0.326,0.993246028,2014-01-01,42.3314,-83.0458
2014,2024351,1838368,185983,9.2,Detroit-Warren-Dearborn  MI,2,"Shelf-stable, ready-to-heat foods and soups",65000,19820,12287716,3673979504,4717104,1423817816,839,0.334,0.0119,0.331,0.985940388,2014-02-01,42.3314,-83.0458
2014,2029426,1844993,184433,9.1,Detroit-Warren-Dearborn  MI,3,"Shelf-stable, ready-to-heat foods and soups",65000,19820,11777104,3371318629,4875525,1380798948,840,0.349,0.0105,0.353,1.025204113,2014-03-01,42.3314,-83.0458
2014,1994126,1835719,158407,7.9,Detroit-Warren-Dearborn  MI,4,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8323871,2411232767,4040039,1161057888,839,0.345,0.0069,0.348,1.033341462,2014-04-01,42.3314,-83.0458
2014,2019765,1853273,166492,8.2,Detroit-Warren-Dearborn  MI,5,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8352347,2466688075,4022266,1156207166,837,0.339,0.0061,0.348,1.038799497,2014-05-01,42.3314,-83.0458
2014,2037654,1863781,173873,8.5,Detroit-Warren-Dearborn  MI,6,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6673439,1998676437,3515881,1005809734,838,0.334,0.0059,0.35,1.038528357,2014-06-01,42.3314,-83.0458
2014,2061642,1873108,188534,9.1,Detroit-Warren-Dearborn  MI,7,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6688486,1988968418,3663038,1051051952,836,0.336,0.0038,0.349,1.038064976,2014-07-01,42.3314,-83.0458
2014,2042273,1875038,167235,8.2,Detroit-Warren-Dearborn  MI,8,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7213144,2135168136,3929289,1116108226,830,0.338,0.0057,0.352,1.037847127,2014-08-01,42.3314,-83.0458
2014,2035097,1876627,158470,7.8,Detroit-Warren-Dearborn  MI,9,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8595914,2662091464,4615672,1388379443,824,0.323,0.0057,0.332,0.971429878,2014-09-01,42.3314,-83.0458
2014,2037140,1888592,148548,7.3,Detroit-Warren-Dearborn  MI,10,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9553678,3056538553,5226692,1654616653,827,0.313,0.0036,0.316,0.949838167,2014-10-01,42.3314,-83.0458
2014,2011477,1880718,130759,6.5,Detroit-Warren-Dearborn  MI,11,"Shelf-stable, ready-to-heat foods and soups",65000,19820,10411276,3498864863,6044951,2040873318,828,0.298,0.0032,0.296,0.920423635,2014-11-01,42.3314,-83.0458
2014,2004805,1882444,122361,6.1,Detroit-Warren-Dearborn  MI,12,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9275034,2937857937,4889757,1509148062,839,0.316,0.0082,0.324,0.943585666,2014-12-01,42.3314,-83.0458
2015,1998985,1860485,138500,6.9,Detroit-Warren-Dearborn  MI,1,"Shelf-stable, ready-to-heat foods and soups",65000,19820,12744954,4339413725,6250960,2003460186,850,0.294,0.0162,0.312,0.926192918,2015-01-01,42.3314,-83.0458
2015,1981658,1857112,124546,6.3,Detroit-Warren-Dearborn  MI,2,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9526403,3179411248,4812753,1493471989,841,0.3,0.0131,0.322,0.967972144,2015-02-01,42.3314,-83.0458
2015,1987660,1864277,123383,6.2,Detroit-Warren-Dearborn  MI,3,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9355735,2931165758,4703570,1371324994,843,0.319,0.0064,0.343,1.015364427,2015-03-01,42.3314,-83.0458
2015,1975521,1868408,107113,5.4,Detroit-Warren-Dearborn  MI,4,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7982340,2382733737,4121026,1200475480,843,0.335,0.0047,0.343,1.039101612,2015-04-01,42.3314,-83.0458
2015,2014384,1891482,122902,6.1,Detroit-Warren-Dearborn  MI,5,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7645153,2371884272,3785613,1114590323,844,0.322,0.0073,0.34,1.047903254,2015-05-01,42.3314,-83.0458
2015,2021361,1897486,123875,6.1,Detroit-Warren-Dearborn  MI,6,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6911281,2073191615,3550564,1041036700,839,0.333,0.0055,0.341,1.056672923,2015-06-01,42.3314,-83.0458
2015,2044693,1909135,135558,6.6,Detroit-Warren-Dearborn  MI,7,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6812411,2053180176,3452824,1003626618,841,0.332,0.0071,0.344,1.050225129,2015-07-01,42.3314,-83.0458
2015,2038200,1917201,120999,5.9,Detroit-Warren-Dearborn  MI,8,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7353601,2280297930,3793907,1126370214,842,0.322,0.0081,0.337,1.030297821,2015-08-01,42.3314,-83.0458
2015,2025444,1917049,108395,5.4,Detroit-Warren-Dearborn  MI,9,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8908639,2873938469,4609225,1428136898,838,0.31,0.0081,0.323,0.974392898,2015-09-01,42.3314,-83.0458
2015,2038661,1928965,109696,5.4,Detroit-Warren-Dearborn  MI,10,"Shelf-stable, ready-to-heat foods and soups",65000,19820,10480546,3481822257,5497361,1789614012,837,0.301,0.0083,0.307,0.953687847,2015-10-01,42.3314,-83.0458
2015,2027752,1932765,94987,4.7,Detroit-Warren-Dearborn  MI,11,"Shelf-stable, ready-to-heat foods and soups",65000,19820,10248412,3456541822,5839989,2012212378,837,0.296,0.0031,0.29,0.938543577,2015-11-01,42.3314,-83.0458
2015,2030646,1934667,95979,4.7,Detroit-Warren-Dearborn  MI,12,"Shelf-stable, ready-to-heat foods and soups",65000,19820,10043377,3211217658,5399546,1722644517,851,0.313,0.0031,0.313,0.956177342,2015-12-01,42.3314,-83.0458
2016,2034961,1926162,108799,5.3,Detroit-Warren-Dearborn  MI,1,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9535480,3097940909,5323603,1690167328,845,0.308,0.0104,0.315,0.961313088,2016-01-01,42.3314,-83.0458
2016,2043738,1935898,107840,5.3,Detroit-Warren-Dearborn  MI,2,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9646426,3367629682,4957402,1552922334,844,0.286,0.0224,0.319,0.919818353,2016-02-01,42.3314,-83.0458
2016,2065193,1951200,113993,5.5,Detroit-Warren-Dearborn  MI,3,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8643643,2733303816,4515022,1321042179,838,0.316,0.0115,0.342,1.002202293,2016-03-01,42.3314,-83.0458
2016,2044147,1948490,95657,4.7,Detroit-Warren-Dearborn  MI,4,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7408313,2199265519,3990614,1130065076,846,0.337,0.0103,0.353,1.055024107,2016-04-01,42.3314,-83.0458
2016,2067375,1969718,97657,4.7,Detroit-Warren-Dearborn  MI,5,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7170603,2199647628,3824190,1121766472,846,0.326,0.0089,0.341,1.057963569,2016-05-01,42.3314,-83.0458
2016,2085120,1971956,113164,5.4,Detroit-Warren-Dearborn  MI,6,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6371587,2010200915,3342248,990346788,841,0.317,0.0077,0.337,1.047757195,2016-06-01,42.3314,-83.0458
2016,2116740,1987972,128768,6.1,Detroit-Warren-Dearborn  MI,7,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6226493,1936916533,3322041,976849849,841,0.321,0.009,0.34,1.045096878,2016-07-01,42.3314,-83.0458
2016,2115640,1992365,123275,5.8,Detroit-Warren-Dearborn  MI,8,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6690765,2089580058,3587592,1058674995,843,0.32,0.008,0.339,1.021546647,2016-08-01,42.3314,-83.0458
2016,2109036,1996742,112294,5.3,Detroit-Warren-Dearborn  MI,9,"Shelf-stable, ready-to-heat foods and soups",65000,19820,7950809,2543346506,4291029,1295748333,842,0.313,0.007,0.331,0.988093647,2016-09-01,42.3314,-83.0458
2016,2110220,1998780,111440,5.3,Detroit-Warren-Dearborn  MI,10,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9341805,3027089623,5154831,1643689565,847,0.309,0.0086,0.314,0.974480531,2016-10-01,42.3314,-83.0458
2016,2098148,1998864,99284,4.7,Detroit-Warren-Dearborn  MI,11,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9245696,3201587046,5443149,1913608757,837,0.289,0.0052,0.284,0.93428306,2016-11-01,42.3314,-83.0458
2016,2094374,2000025,94349,4.5,Detroit-Warren-Dearborn  MI,12,"Shelf-stable, ready-to-heat foods and soups",65000,19820,9493205,3102695000,5364262,1741444837,828,0.306,0.0063,0.308,0.961114942,2016-12-01,42.3314,-83.0458
2017,2121139,2003652,117487,5.5,Detroit-Warren-Dearborn  MI,1,"Shelf-stable, ready-to-heat foods and soups",65000,19820,11056091,3488734828,5097238,1663540009,670,0.317,0.0055,0.306,0.960589833,2017-01-01,42.3314,-83.0458
2017,2118245,2007886,110359,5.2,Detroit-Warren-Dearborn  MI,2,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8733252,2745627586,4198411,1318835470,669,0.318,0.006,0.318,0.977292678,2017-02-01,42.3314,-83.0458
2017,2128539,2028914,99625,4.7,Detroit-Warren-Dearborn  MI,3,"Shelf-stable, ready-to-heat foods and soups",65000,19820,8547178,2637844039,4460003,1378751099,667,0.324,0.0061,0.323,0.994172708,2017-03-01,42.3314,-83.0458
2017,2108229,2032879,75350,3.6,Detroit-Warren-Dearborn  MI,4,"Shelf-stable, ready-to-heat foods and soups",65000,19820,6827518,2115824648,3845846,1166098490,665,0.323,0.0036,0.33,1.011828122,2017-04-01,42.3314,-83.0458
